Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
255,Kevin Durant,51,2012-02-19,23-143,OKC,,DEN,W 124-118 (OT),*,45,19,28,.679,14,22,.636,5,6,.833,8,10,.800,.787,2,6,8,3,4,0,5,1,51,42.1,20.4,19,F-G,duranke01
256,Kevin Durant,51,2014-03-21,25-173,OKC,@,TOR,W 119-118 (2OT),*,52,15,32,.469,8,20,.400,7,12,.583,14,19,.737,.632,1,11,12,7,1,1,5,3,51,37.0,16.1,4,F-G,duranke01
257,Kevin Durant,51,2018-11-29,30-061,GSW,@,TOR,L 128-131 (OT),*,43,18,31,.581,14,24,.583,4,7,.571,11,12,.917,.703,3,8,11,6,0,0,1,4,51,42.2,18.3,-5,F-G,duranke01
258,Kevin Durant,51,2021-12-12,33-074,BRK,@,DET,W 116-104,*,41,16,31,.516,11,21,.524,5,10,.500,14,15,.933,.678,0,7,7,9,1,2,5,5,51,39.1,14.7,25,F-G,duranke01
259,Anthony Edwards,51,2024-04-09,22-248,MIN,,WAS,W 130-121,*,38,17,29,.586,11,16,.688,6,13,.462,11,11,1.000,.754,1,5,6,7,0,0,2,0,51,42.6,15.3,6,G-F,edwaran01
260,Joel Embiid,51,2023-12-20,29-279,PHI,,MIN,W 127-113,*,36,17,25,.680,17,24,.708,0,1,.000,17,18,.944,.775,2,10,12,3,2,1,2,5,51,45.1,20.6,4,C,embiijo01
261,Alex English,51,1989-03-10,35-064,DEN,@,MIA,L 130-131 (2OT),*,51,24,35,.686,24,35,.686,0,0,,3,4,.750,.694,1,2,3,9,2,0,3,5,51,40.3,10.0,,F,englial01
262,Patrick Ewing,51,1990-03-24,27-231,NYK,,BOS,L 110-115,*,41,20,29,.690,20,29,.690,0,0,,11,13,.846,.734,5,13,18,1,1,0,5,6,51,39.6,11.9,,C-F,ewingpa01
263,Sleepy Floyd,51,1987-05-10,27-065,GSW,,LAL,W 129-121,*,44,18,26,.692,16,23,.696,2,3,.667,13,14,.929,.793,1,2,3,10,4,0,2,2,51,49.1,22.5,,G,floydsl01
264,Darius Garland,51,2022-11-13,22-291,CLE,,MIN,L 124-129,*,40,16,31,.516,6,16,.375,10,15,.667,9,13,.692,.694,1,1,2,6,2,0,2,3,51,38.1,18.3,6,G,garlada01
265,Shai Gilgeous-Alexander,51,2025-03-03,26-234,OKC,,HOU,W 137-128,*,36,18,30,.600,13,21,.619,5,9,.556,10,10,1.000,.741,2,3,5,7,1,1,2,1,51,43.7,19.3,6,G,gilgesh01
266,Richard Hamilton,51,2006-12-27,28-316,DET,@,NYK,L 145-151 (3OT),*,55,19,37,.514,18,36,.500,1,1,1.000,12,12,1.000,.603,0,2,2,2,0,0,1,4,51,32.1,6.0,2,G-F,hamilri01
267,James Harden,51,2015-04-01,25-218,HOU,,SAC,W 115-111,*,38,16,25,.640,8,16,.500,8,9,.889,11,13,.846,.830,2,6,8,6,3,0,7,1,51,42.1,21.9,10,G,hardeja01
268,James Harden,51,2017-01-27,27-154,HOU,@,PHI,W 123-118,*,39,16,28,.571,10,17,.588,6,11,.545,13,14,.929,.746,1,12,13,13,2,1,5,4,51,46.9,21.2,13,G,hardeja01
269,James Harden,51,2017-12-20,28-116,HOU,,LAL,L 116-122,*,43,15,27,.556,11,21,.524,4,6,.667,17,21,.810,.704,0,3,3,9,1,1,6,5,51,37.4,13.8,4,G,hardeja01
270,James Harden,51,2017-12-22,28-118,HOU,,LAC,L 118-128,*,41,15,28,.536,9,14,.643,6,14,.429,15,16,.938,.728,0,4,4,8,3,0,8,6,51,36.4,11.3,-11,G,hardeja01
271,Jrue Holiday,51,2023-03-29,32-290,MIL,@,IND,W 149-136,*,32,20,30,.667,17,24,.708,3,6,.500,8,10,.800,.741,5,3,8,8,1,1,6,3,51,41.7,13.1,26,G,holidjr01
272,Allen Iverson,51,2001-01-21,25-228,PHI,,TOR,L 106-110 (OT),*,51,20,40,.500,16,32,.500,4,8,.500,7,8,.875,.586,1,2,3,4,1,0,4,4,51,30.1,9.9,-8,G,iversal01
273,Allen Iverson,51,2004-12-20,29-196,PHI,,UTA,L 101-103,*,45,18,31,.581,14,25,.560,4,6,.667,11,17,.647,.663,0,1,1,6,7,0,7,6,51,36.2,16.4,0,G,iversal01
274,Allen Iverson,51,2007-12-05,32-181,DEN,,LAL,L 107-111,*,48,18,27,.667,18,26,.692,0,1,.000,15,18,.833,.730,0,2,2,8,1,0,5,4,51,38.7,11.8,-4,G,iversal01
275,LeBron James,51,2006-01-21,21-022,CLE,@,UTA,W 108-90,*,43,19,35,.543,15,27,.556,4,8,.500,9,11,.818,.640,0,5,5,8,2,0,3,4,51,37.8,13.7,20,F-G,jamesle01
276,LeBron James,51,2008-01-15,23-016,CLE,@,MEM,W 132-124 (OT),*,47,18,28,.643,12,16,.750,6,12,.500,9,16,.563,.728,3,5,8,9,3,1,4,1,51,45.0,19.2,10,F-G,jamesle01
277,LeBron James,51,2009-03-13,24-073,CLE,@,SAC,W 126-123 (OT),*,47,16,30,.533,12,19,.632,4,11,.364,15,17,.882,.680,0,4,4,9,2,3,3,2,51,43.4,19.3,6,F-G,jamesle01
278,LeBron James,51,2011-02-03,26-035,MIA,@,ORL,W 104-100,*,43,17,25,.680,14,20,.700,3,5,.600,14,17,.824,.785,2,9,11,8,1,1,3,2,51,46.7,26.4,2,F-G,jamesle01
279,LeBron James,51,2018-05-31,33-152,CLE,@,GSW,L 114-124 (OT),*,48,19,32,.594,16,25,.640,3,7,.429,10,11,.909,.692,4,4,8,8,1,1,5,2,51,41.3,20.3,-13,F-G,jamesle01
280,LeBron James,51,2018-11-18,33-323,LAL,@,MIA,W 113-97,*,38,19,31,.613,13,23,.565,6,8,.750,7,10,.700,.720,1,7,8,3,2,1,2,3,51,40.1,26.1,20,F-G,jamesle01
281,Antawn Jamison,51,2000-12-03,24-174,GSW,@,SEA,L 102-118,*,48,23,36,.639,21,29,.724,2,7,.286,3,4,.750,.675,6,8,14,2,3,2,1,2,51,45.2,18.3,-16,F,jamisan01
282,Antawn Jamison,51,2000-12-06,24-177,GSW,,LAL,W 125-122 (OT),*,53,21,29,.724,19,24,.792,2,5,.400,7,8,.875,.784,5,8,13,5,2,1,4,2,51,46.0,13.8,3,F,jamisan01
283,Michael Jordan,51,1992-03-19,29-031,CHI,@,WSB,W 106-100,*,43,19,30,.633,18,29,.621,1,1,1.000,12,15,.800,.697,2,9,11,3,1,1,0,3,51,43.1,23.5,,G-F,jordami01
284,Michael Jordan,51,1997-01-21,33-339,CHI,,NYK,W 88-87,*,43,18,30,.600,13,22,.591,5,8,.625,10,11,.909,.732,1,3,4,4,2,0,2,1,51,40.8,25.8,7,G-F,jordami01
285,Michael Jordan,51,2001-12-29,38-315,WAS,,CHH,W 107-90,*,38,21,38,.553,21,36,.583,0,2,.000,9,10,.900,.601,2,5,7,4,3,0,4,3,51,35.9,13.5,24,G-F,jordami01
286,Larry Kenon,51,1980-03-30,27-108,SAS,,DET,W 144-124,*,36,23,32,.719,23,32,.719,0,0,,5,6,.833,.736,,,7,1,0,0,,4,51,,,,F,kenonla01
287,Zach LaVine,51,2023-10-28,28-232,CHI,@,DET,L 102-118,*,37,19,33,.576,12,20,.600,7,13,.538,6,8,.750,.698,2,3,5,0,1,0,4,2,51,33.2,14.8,-8,G-F,lavinza01
288,Caris LeVert,51,2020-03-03,25-191,BRK,@,BOS,W 129-120 (OT),*,36,17,26,.654,12,16,.750,5,10,.500,12,18,.667,.752,3,1,4,5,1,0,3,1,51,40.7,24.5,15,G-F,leverca01
289,Damian Lillard,51,2016-02-19,25-219,POR,,GSW,W 137-105,*,31,18,28,.643,9,16,.563,9,12,.750,6,7,.857,.820,0,0,0,7,6,0,0,3,51,47.9,38.1,26,G,lillada01
