Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Sebastian, FL",93.0,89.0,4.0,0.0,0.0,2022-11-01,4.0
"Sebring, FL",25.0,23.0,2.0,0.0,0.0,2022-11-01,2.0
"Sheboygan, WI",11.0,9.0,2.0,0.0,0.0,2022-11-01,2.0
"Sherman, TX",246.0,44.0,2.0,0.0,200.0,2022-11-01,202.0
"Shreveport, LA",54.0,54.0,0.0,0.0,0.0,2022-11-01,0.0
"Sierra Vista, AZ",33.0,33.0,0.0,0.0,0.0,2022-11-01,0.0
"Sioux City, IA",18.0,18.0,0.0,0.0,0.0,2022-11-01,0.0
"Sioux Falls, SD",51.0,51.0,0.0,0.0,0.0,2022-11-01,0.0
"South Bend, IN",207.0,21.0,0.0,0.0,186.0,2022-11-01,186.0
"Spartanburg, SC",187.0,169.0,0.0,0.0,18.0,2022-11-01,18.0
"Spokane, WA",197.0,141.0,10.0,8.0,38.0,2022-11-01,56.0
"Springfield, IL",3.0,3.0,0.0,0.0,0.0,2022-11-01,0.0
"Springfield, MA",55.0,33.0,0.0,0.0,22.0,2022-11-01,22.0
"Springfield, MO",77.0,73.0,4.0,0.0,0.0,2022-11-01,4.0
"Springfield, OH",3.0,3.0,0.0,0.0,0.0,2022-11-01,0.0
"St. Cloud, MN",18.0,18.0,0.0,0.0,0.0,2022-11-01,0.0
"St. George, UT",169.0,138.0,0.0,7.0,24.0,2022-11-01,31.0
"St. Joseph, MO",6.0,6.0,0.0,0.0,0.0,2022-11-01,0.0
"St. Louis, MO",627.0,292.0,8.0,23.0,304.0,2022-11-01,335.0
"State College, PA",221.0,23.0,0.0,0.0,198.0,2022-11-01,198.0
"Staunton, VA",22.0,22.0,0.0,0.0,0.0,2022-11-01,0.0
"Stockton, CA",174.0,117.0,0.0,0.0,57.0,2022-11-01,57.0
"Sumter, SC",18.0,18.0,0.0,0.0,0.0,2022-11-01,0.0
"Syracuse, NY",37.0,32.0,0.0,0.0,5.0,2022-11-01,5.0
"Tallahassee, FL",191.0,82.0,2.0,0.0,107.0,2022-11-01,109.0
"Tampa, FL",2692.0,1058.0,84.0,204.0,1346.0,2022-11-01,1634.0
"Terre Haute, IN",9.0,4.0,0.0,0.0,5.0,2022-11-01,5.0
"Texarkana, TX",15.0,9.0,2.0,4.0,0.0,2022-11-01,6.0
"The Villages, FL",249.0,199.0,0.0,0.0,50.0,2022-11-01,50.0
"Toledo, OH",84.0,53.0,0.0,3.0,28.0,2022-11-01,31.0
"Topeka, KS",29.0,21.0,8.0,0.0,0.0,2022-11-01,8.0
"Trenton, NJ",25.0,13.0,0.0,0.0,12.0,2022-11-01,12.0
"Tucson, AZ",266.0,175.0,2.0,0.0,89.0,2022-11-01,91.0
"Tulsa, OK",229.0,219.0,0.0,0.0,10.0,2022-11-01,10.0
"Tuscaloosa, AL",96.0,35.0,0.0,11.0,50.0,2022-11-01,61.0
"Twin Falls, ID",48.0,39.0,4.0,0.0,5.0,2022-11-01,9.0
"Tyler, TX",75.0,36.0,16.0,18.0,5.0,2022-11-01,39.0
"Urban Honolulu, HI",366.0,41.0,16.0,0.0,309.0,2022-11-01,325.0
"Utica, NY",24.0,4.0,0.0,0.0,20.0,2022-11-01,20.0
"Valdosta, GA",74.0,62.0,2.0,0.0,10.0,2022-11-01,12.0
"Vallejo, CA",55.0,55.0,0.0,0.0,0.0,2022-11-01,0.0
"Victoria, TX",6.0,6.0,0.0,0.0,0.0,2022-11-01,0.0
"Vineland, NJ",12.0,12.0,0.0,0.0,0.0,2022-11-01,0.0
"Virginia Beach, VA",273.0,265.0,8.0,0.0,0.0,2022-11-01,8.0
"Visalia, CA",66.0,66.0,0.0,0.0,0.0,2022-11-01,0.0
"Waco, TX",72.0,51.0,16.0,0.0,5.0,2022-11-01,21.0
"Walla Walla, WA",23.0,11.0,12.0,0.0,0.0,2022-11-01,12.0
"Warner Robins, GA",63.0,63.0,0.0,0.0,0.0,2022-11-01,0.0
"Washington, DC",1852.0,753.0,2.0,0.0,1097.0,2022-11-01,1099.0
"Waterloo, IA",18.0,14.0,4.0,0.0,0.0,2022-11-01,4.0
"Watertown, NY",10.0,10.0,0.0,0.0,0.0,2022-11-01,0.0
"Wausau, WI",13.0,13.0,0.0,0.0,0.0,2022-11-01,0.0
"Weirton, WV",2.0,2.0,0.0,0.0,0.0,2022-11-01,0.0
"Wenatchee, WA",23.0,21.0,2.0,0.0,0.0,2022-11-01,2.0
"Wheeling, WV",3.0,0.0,0.0,3.0,0.0,2022-11-01,3.0
"Wichita Falls, TX",9.0,9.0,0.0,0.0,0.0,2022-11-01,0.0
"Wichita, KS",121.0,114.0,4.0,3.0,0.0,2022-11-01,7.0
"Williamsport, PA",1.0,1.0,0.0,0.0,0.0,2022-11-01,0.0
"Wilmington, NC",299.0,119.0,50.0,0.0,130.0,2022-11-01,180.0
"Winchester, VA",86.0,23.0,0.0,0.0,63.0,2022-11-01,63.0
"Winston, NC",298.0,291.0,2.0,0.0,5.0,2022-11-01,7.0
"Worcester, MA",110.0,57.0,4.0,3.0,46.0,2022-11-01,53.0
"Yakima, WA",102.0,24.0,6.0,12.0,60.0,2022-11-01,78.0
"York, PA",168.0,63.0,0.0,0.0,105.0,2022-11-01,105.0
"Youngstown, OH",23.0,23.0,0.0,0.0,0.0,2022-11-01,0.0
"Yuba City, CA",28.0,23.0,0.0,0.0,5.0,2022-11-01,5.0
"Yuma, AZ",27.0,27.0,0.0,0.0,0.0,2022-11-01,0.0
,,,,,,2022-10-01,
"Abilene, TX",46.0,36.0,10.0,0.0,0.0,2022-10-01,10.0
"Akron, OH",1408.0,192.0,0.0,247.0,969.0,2022-10-01,1216.0
"Albany, GA",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"Albany, OR",31.0,18.0,8.0,0.0,5.0,2022-10-01,13.0
"Albany, NY",122.0,86.0,0.0,0.0,36.0,2022-10-01,36.0
"Albuquerque, NM",133.0,126.0,0.0,0.0,7.0,2022-10-01,7.0
"Alexandria, LA",22.0,14.0,8.0,0.0,0.0,2022-10-01,8.0
"Allentown, PA",339.0,82.0,2.0,0.0,255.0,2022-10-01,257.0
"Altoona, PA",3.0,3.0,0.0,0.0,0.0,2022-10-01,0.0
"Amarillo, TX",73.0,67.0,6.0,0.0,0.0,2022-10-01,6.0
"Ames, IA",32.0,16.0,6.0,10.0,0.0,2022-10-01,16.0
"Anchorage, AK",70.0,44.0,2.0,7.0,17.0,2022-10-01,26.0
"Ann Arbor, MI",36.0,36.0,0.0,0.0,0.0,2022-10-01,0.0
"Anniston, AL",7.0,5.0,2.0,0.0,0.0,2022-10-01,2.0
"Appleton, WI",62.0,43.0,0.0,0.0,19.0,2022-10-01,19.0
"Asheville, NC",309.0,194.0,0.0,0.0,115.0,2022-10-01,115.0
"Athens, GA",347.0,46.0,2.0,0.0,299.0,2022-10-01,301.0
"Atlanta, GA",3807.0,1925.0,30.0,41.0,1811.0,2022-10-01,1882.0
"Atlantic City, NJ",36.0,25.0,0.0,0.0,11.0,2022-10-01,11.0
"Auburn, AL",116.0,85.0,2.0,3.0,26.0,2022-10-01,31.0
"Augusta, GA",357.0,284.0,0.0,7.0,66.0,2022-10-01,73.0
"Austin, TX",3212.0,1380.0,16.0,0.0,1816.0,2022-10-01,1832.0
"Bakersfield, CA",95.0,90.0,0.0,0.0,5.0,2022-10-01,5.0
"Baltimore, MD",441.0,233.0,2.0,0.0,206.0,2022-10-01,208.0
"Bangor, ME",28.0,26.0,2.0,0.0,0.0,2022-10-01,2.0
"Barnstable Town, MA",56.0,54.0,2.0,0.0,0.0,2022-10-01,2.0
"Baton Rouge, LA",260.0,260.0,0.0,0.0,0.0,2022-10-01,0.0
"Battle Creek, MI",4.0,4.0,0.0,0.0,0.0,2022-10-01,0.0
"Bay City, MI",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Beaumont, TX",99.0,99.0,0.0,0.0,0.0,2022-10-01,0.0
"Beckley, WV",14.0,14.0,0.0,0.0,0.0,2022-10-01,0.0
"Bellingham, WA",75.0,55.0,0.0,0.0,20.0,2022-10-01,20.0
"Bend, OR",141.0,81.0,4.0,0.0,56.0,2022-10-01,60.0
"Billings, MT",152.0,134.0,18.0,0.0,0.0,2022-10-01,18.0
"Binghamton, NY",26.0,12.0,0.0,0.0,14.0,2022-10-01,14.0
"Birmingham, AL",201.0,201.0,0.0,0.0,0.0,2022-10-01,0.0
"Bismarck, ND",82.0,26.0,38.0,18.0,0.0,2022-10-01,56.0
"Blacksburg, VA",47.0,33.0,14.0,0.0,0.0,2022-10-01,14.0
"Bloomington, IL",78.0,12.0,2.0,0.0,64.0,2022-10-01,66.0
"Bloomington, IN",39.0,37.0,2.0,0.0,0.0,2022-10-01,2.0
"Bloomsburg, PA",21.0,16.0,0.0,0.0,5.0,2022-10-01,5.0
"Boise City, ID",490.0,248.0,2.0,12.0,228.0,2022-10-01,242.0
"Boston, MA",875.0,341.0,42.0,9.0,483.0,2022-10-01,534.0
"Boulder, CO",164.0,99.0,2.0,6.0,57.0,2022-10-01,65.0
"Bowling Green, KY",170.0,54.0,0.0,4.0,112.0,2022-10-01,116.0
"Bremerton, WA",39.0,37.0,2.0,0.0,0.0,2022-10-01,2.0
"Bridgeport, CT",198.0,44.0,2.0,0.0,152.0,2022-10-01,154.0
"Brownsville, TX",148.0,93.0,18.0,7.0,30.0,2022-10-01,55.0
"Brunswick, GA",323.0,59.0,0.0,0.0,264.0,2022-10-01,264.0
"Buffalo, NY",179.0,149.0,4.0,0.0,26.0,2022-10-01,30.0
"Burlington, NC",163.0,155.0,0.0,0.0,8.0,2022-10-01,8.0
"Burlington, VT",39.0,25.0,4.0,0.0,10.0,2022-10-01,14.0
"California, MD",27.0,27.0,0.0,0.0,0.0,2022-10-01,0.0
"Canton, OH",174.0,32.0,0.0,36.0,106.0,2022-10-01,142.0
"Cape Coral, FL",922.0,398.0,28.0,0.0,496.0,2022-10-01,524.0
"Cape Girardeau, MO",12.0,10.0,2.0,0.0,0.0,2022-10-01,2.0
"Carbondale, IL",21.0,5.0,0.0,16.0,0.0,2022-10-01,16.0
"Carson City, NV",20.0,10.0,0.0,3.0,7.0,2022-10-01,10.0
"Casper, WY",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Cedar Rapids, IA",85.0,57.0,4.0,0.0,24.0,2022-10-01,28.0
"Chambersburg, PA",23.0,19.0,0.0,4.0,0.0,2022-10-01,4.0
"Champaign, IL",92.0,25.0,0.0,0.0,67.0,2022-10-01,67.0
"Charleston, WV",16.0,16.0,0.0,0.0,0.0,2022-10-01,0.0
"Charleston, SC",690.0,530.0,0.0,4.0,156.0,2022-10-01,160.0
"Charlotte, NC",1924.0,1310.0,2.0,0.0,612.0,2022-10-01,614.0
"Charlottesville, VA",109.0,62.0,2.0,0.0,45.0,2022-10-01,47.0
"Chattanooga, TN",212.0,141.0,8.0,3.0,60.0,2022-10-01,71.0
"Cheyenne, WY",433.0,17.0,0.0,0.0,416.0,2022-10-01,416.0
"Chicago, IL",1552.0,679.0,54.0,67.0,752.0,2022-10-01,873.0
"Chico, CA",58.0,56.0,2.0,0.0,0.0,2022-10-01,2.0
"Cincinnati, OH",538.0,348.0,20.0,38.0,132.0,2022-10-01,190.0
"Clarksville, TN",171.0,53.0,2.0,20.0,96.0,2022-10-01,118.0
"Cleveland, TN",51.0,43.0,0.0,8.0,0.0,2022-10-01,8.0
"Cleveland, OH",301.0,232.0,2.0,14.0,53.0,2022-10-01,69.0
"Coeur dAlene, ID",126.0,79.0,4.0,0.0,43.0,2022-10-01,47.0
"College Station, TX",106.0,84.0,4.0,0.0,18.0,2022-10-01,22.0
"Colorado Springs, CO",303.0,171.0,0.0,0.0,132.0,2022-10-01,132.0
"Columbia, MO",101.0,34.0,2.0,0.0,65.0,2022-10-01,67.0
"Columbia, SC",645.0,333.0,0.0,0.0,312.0,2022-10-01,312.0
"Columbus, GA",86.0,42.0,2.0,0.0,42.0,2022-10-01,44.0
"Columbus, IN",3.0,3.0,0.0,0.0,0.0,2022-10-01,0.0
"Columbus, OH",1066.0,409.0,12.0,12.0,633.0,2022-10-01,657.0
"Corpus Christi, TX",124.0,99.0,0.0,0.0,25.0,2022-10-01,25.0
"Corvallis, OR",6.0,6.0,0.0,0.0,0.0,2022-10-01,0.0
"Crestview, FL",242.0,156.0,26.0,0.0,60.0,2022-10-01,86.0
"Cumberland, MD",6.0,6.0,0.0,0.0,0.0,2022-10-01,0.0
"Dallas, TX",7119.0,2545.0,54.0,44.0,4476.0,2022-10-01,4574.0
"Dalton, GA",25.0,25.0,0.0,0.0,0.0,2022-10-01,0.0
"Danville, IL",0.0,0.0,0.0,0.0,0.0,2022-10-01,0.0
"Daphne, AL",301.0,284.0,4.0,0.0,13.0,2022-10-01,17.0
"Davenport, IA",73.0,47.0,4.0,12.0,10.0,2022-10-01,26.0
"Dayton, OH",171.0,112.0,10.0,0.0,49.0,2022-10-01,59.0
"Decatur, AL",17.0,17.0,0.0,0.0,0.0,2022-10-01,0.0
"Decatur, IL",0.0,0.0,0.0,0.0,0.0,2022-10-01,0.0
"Deltona, FL",478.0,407.0,24.0,0.0,47.0,2022-10-01,71.0
"Denver, CO",1365.0,576.0,14.0,6.0,769.0,2022-10-01,789.0
"Des Moines, IA",526.0,251.0,4.0,4.0,267.0,2022-10-01,275.0
"Detroit, MI",480.0,327.0,4.0,32.0,117.0,2022-10-01,153.0
"Dothan, AL",22.0,22.0,0.0,0.0,0.0,2022-10-01,0.0
"Dover, DE",54.0,54.0,0.0,0.0,0.0,2022-10-01,0.0
"Dubuque, IA",32.0,13.0,0.0,0.0,19.0,2022-10-01,19.0
"Duluth, MN",105.0,63.0,2.0,0.0,40.0,2022-10-01,42.0
"Durham, NC",410.0,215.0,2.0,3.0,190.0,2022-10-01,195.0
"East Stroudsburg, PA",15.0,15.0,0.0,0.0,0.0,2022-10-01,0.0
"Eau Claire, WI",112.0,46.0,36.0,0.0,30.0,2022-10-01,66.0
"El Centro, CA",35.0,22.0,0.0,3.0,10.0,2022-10-01,13.0
"El Paso, TX",192.0,155.0,12.0,3.0,22.0,2022-10-01,37.0
"Elizabethtown, KY",23.0,23.0,0.0,0.0,0.0,2022-10-01,0.0
"Elkhart, IN",38.0,38.0,0.0,0.0,0.0,2022-10-01,0.0
"Elmira, NY",6.0,1.0,0.0,0.0,5.0,2022-10-01,5.0
"Enid, OK",0.0,0.0,0.0,0.0,0.0,2022-10-01,0.0
"Erie, PA",11.0,9.0,2.0,0.0,0.0,2022-10-01,2.0
"Eugene, OR",184.0,54.0,2.0,0.0,128.0,2022-10-01,130.0
"Evansville, IN",121.0,88.0,28.0,0.0,5.0,2022-10-01,33.0
"Fairbanks, AK",1.0,1.0,0.0,0.0,0.0,2022-10-01,0.0
"Fargo, ND",369.0,62.0,0.0,0.0,307.0,2022-10-01,307.0
"Farmington, NM",13.0,13.0,0.0,0.0,0.0,2022-10-01,0.0
"Fayetteville, NC",100.0,98.0,2.0,0.0,0.0,2022-10-01,2.0
"Fayetteville, AR",465.0,416.0,6.0,3.0,40.0,2022-10-01,49.0
"Flagstaff, AZ",222.0,19.0,2.0,0.0,201.0,2022-10-01,203.0
"Flint, MI",19.0,19.0,0.0,0.0,0.0,2022-10-01,0.0
"Florence, SC",37.0,37.0,0.0,0.0,0.0,2022-10-01,0.0
"Florence, AL",11.0,11.0,0.0,0.0,0.0,2022-10-01,0.0
"Fond du Lac, WI",24.0,12.0,0.0,3.0,9.0,2022-10-01,12.0
"Fort Collins, CO",107.0,70.0,2.0,0.0,35.0,2022-10-01,37.0
"Fort Smith, AR",84.0,37.0,44.0,3.0,0.0,2022-10-01,47.0
"Fort Wayne, IN",134.0,125.0,4.0,0.0,5.0,2022-10-01,9.0
"Fresno, CA",280.0,178.0,0.0,4.0,98.0,2022-10-01,102.0
"Gadsden, AL",11.0,11.0,0.0,0.0,0.0,2022-10-01,0.0
"Gainesville, FL",221.0,102.0,0.0,0.0,119.0,2022-10-01,119.0
"Gainesville, GA",70.0,70.0,0.0,0.0,0.0,2022-10-01,0.0
"Gettysburg, PA",27.0,27.0,0.0,0.0,0.0,2022-10-01,0.0
"Glens Falls, NY",26.0,15.0,0.0,11.0,0.0,2022-10-01,11.0
"Goldsboro, NC",24.0,22.0,2.0,0.0,0.0,2022-10-01,2.0
"Grand Forks, ND",10.0,10.0,0.0,0.0,0.0,2022-10-01,0.0
"Grand Island, NE",16.0,16.0,0.0,0.0,0.0,2022-10-01,0.0
"Grand Junction, CO",46.0,41.0,0.0,0.0,5.0,2022-10-01,5.0
"Grand Rapids, MI",310.0,231.0,12.0,3.0,64.0,2022-10-01,79.0
"Grants Pass, OR",17.0,17.0,0.0,0.0,0.0,2022-10-01,0.0
"Great Falls, MT",14.0,14.0,0.0,0.0,0.0,2022-10-01,0.0
"Greeley, CO",542.0,179.0,6.0,6.0,351.0,2022-10-01,363.0
"Green Bay, WI",112.0,47.0,2.0,0.0,63.0,2022-10-01,65.0
"Greensboro, NC",142.0,140.0,2.0,0.0,0.0,2022-10-01,2.0
"Greenville, NC",65.0,57.0,8.0,0.0,0.0,2022-10-01,8.0
"Greenville, SC",571.0,410.0,12.0,0.0,149.0,2022-10-01,161.0
"Gulfport, MS",286.0,265.0,2.0,8.0,11.0,2022-10-01,21.0
"Hagerstown, MD",92.0,92.0,0.0,0.0,0.0,2022-10-01,0.0
"Hammond, LA",116.0,55.0,0.0,0.0,61.0,2022-10-01,61.0
"Hanford, CA",45.0,25.0,2.0,18.0,0.0,2022-10-01,20.0
"Harrisburg, PA",139.0,84.0,0.0,0.0,55.0,2022-10-01,55.0
"Harrisonburg, VA",43.0,22.0,4.0,0.0,17.0,2022-10-01,21.0
"Hartford, CT",69.0,50.0,4.0,0.0,15.0,2022-10-01,19.0
"Hattiesburg, MS",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Hickory, NC",208.0,126.0,4.0,0.0,78.0,2022-10-01,82.0
"Hilton Head Island, SC",167.0,136.0,0.0,0.0,31.0,2022-10-01,31.0
"Hinesville, GA",59.0,59.0,0.0,0.0,0.0,2022-10-01,0.0
"Homosassa Springs, FL",116.0,114.0,2.0,0.0,0.0,2022-10-01,2.0
"Hot Springs, AR",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"Houma, LA",46.0,39.0,4.0,3.0,0.0,2022-10-01,7.0
"Houston, TX",6284.0,3226.0,176.0,0.0,2882.0,2022-10-01,3058.0
"Huntington, WV",18.0,18.0,0.0,0.0,0.0,2022-10-01,0.0
"Huntsville, AL",391.0,245.0,0.0,0.0,146.0,2022-10-01,146.0
"Idaho Falls, ID",86.0,70.0,0.0,16.0,0.0,2022-10-01,16.0
"Indianapolis, IN",1258.0,417.0,32.0,4.0,805.0,2022-10-01,841.0
"Iowa City, IA",60.0,39.0,6.0,3.0,12.0,2022-10-01,21.0
"Ithaca, NY",14.0,7.0,2.0,0.0,5.0,2022-10-01,7.0
"Jackson, MI",10.0,10.0,0.0,0.0,0.0,2022-10-01,0.0
"Jackson, MS",84.0,84.0,0.0,0.0,0.0,2022-10-01,0.0
"Jackson, TN",36.0,36.0,0.0,0.0,0.0,2022-10-01,0.0
"Jacksonville, FL",1779.0,1156.0,6.0,0.0,617.0,2022-10-01,623.0
"Jacksonville, NC",158.0,80.0,6.0,0.0,72.0,2022-10-01,78.0
"Janesville, WI",29.0,27.0,2.0,0.0,0.0,2022-10-01,2.0
"Jefferson City, MO",12.0,12.0,0.0,0.0,0.0,2022-10-01,0.0
"Johnson City, TN",89.0,62.0,2.0,0.0,25.0,2022-10-01,27.0
"Johnstown, PA",4.0,4.0,0.0,0.0,0.0,2022-10-01,0.0
"Jonesboro, AR",83.0,45.0,10.0,18.0,10.0,2022-10-01,38.0
"Joplin, MO",61.0,50.0,6.0,0.0,5.0,2022-10-01,11.0
"Kahului, HI",340.0,16.0,0.0,0.0,324.0,2022-10-01,324.0
"Kalamazoo, MI",22.0,22.0,0.0,0.0,0.0,2022-10-01,0.0
"Kankakee, IL",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Kansas City, MO",699.0,317.0,52.0,7.0,323.0,2022-10-01,382.0
"Kennewick, WA",96.0,90.0,2.0,4.0,0.0,2022-10-01,6.0
"Killeen, TX",379.0,143.0,56.0,0.0,180.0,2022-10-01,236.0
"Kingsport, TN",45.0,45.0,0.0,0.0,0.0,2022-10-01,0.0
"Kingston, NY",23.0,23.0,0.0,0.0,0.0,2022-10-01,0.0
"Knoxville, TN",337.0,293.0,10.0,0.0,34.0,2022-10-01,44.0
"Kokomo, IN",6.0,6.0,0.0,0.0,0.0,2022-10-01,0.0
"La Crosse, WI",51.0,22.0,12.0,0.0,17.0,2022-10-01,29.0
"Lafayette, LA",163.0,163.0,0.0,0.0,0.0,2022-10-01,0.0
"Lafayette, IN",123.0,63.0,0.0,0.0,60.0,2022-10-01,60.0
"Lake Charles, LA",62.0,60.0,2.0,0.0,0.0,2022-10-01,2.0
"Lake Havasu City, AZ",100.0,96.0,4.0,0.0,0.0,2022-10-01,4.0
"Lakeland, FL",566.0,566.0,0.0,0.0,0.0,2022-10-01,0.0
"Lancaster, PA",50.0,50.0,0.0,0.0,0.0,2022-10-01,0.0
"Lansing, MI",151.0,40.0,2.0,20.0,89.0,2022-10-01,111.0
"Laredo, TX",109.0,86.0,4.0,3.0,16.0,2022-10-01,23.0
"Las Cruces, NM",65.0,58.0,0.0,0.0,7.0,2022-10-01,7.0
"Las Vegas, NV",764.0,478.0,0.0,12.0,274.0,2022-10-01,286.0
"Lawrence, KS",67.0,19.0,0.0,0.0,48.0,2022-10-01,48.0
"Lawton, OK",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"Lebanon, PA",150.0,16.0,0.0,0.0,134.0,2022-10-01,134.0
"Lewiston, ID",8.0,6.0,2.0,0.0,0.0,2022-10-01,2.0
"Lewiston, ME",17.0,17.0,0.0,0.0,0.0,2022-10-01,0.0
"Lexington, KY",242.0,111.0,0.0,3.0,128.0,2022-10-01,131.0
"Lima, OH",6.0,6.0,0.0,0.0,0.0,2022-10-01,0.0
"Lincoln, NE",79.0,67.0,0.0,0.0,12.0,2022-10-01,12.0
"Little Rock, AR",230.0,105.0,2.0,0.0,123.0,2022-10-01,125.0
"Logan, UT",119.0,52.0,0.0,4.0,63.0,2022-10-01,67.0
"Longview, TX",30.0,21.0,2.0,0.0,7.0,2022-10-01,9.0
"Longview, WA",17.0,17.0,0.0,0.0,0.0,2022-10-01,0.0
"Los Angeles, CA",2444.0,724.0,104.0,10.0,1606.0,2022-10-01,1720.0
"Louisville, KY",726.0,288.0,0.0,4.0,434.0,2022-10-01,438.0
"Lubbock, TX",228.0,161.0,40.0,0.0,27.0,2022-10-01,67.0
"Lynchburg, VA",49.0,35.0,0.0,3.0,11.0,2022-10-01,14.0
"Macon, GA",33.0,33.0,0.0,0.0,0.0,2022-10-01,0.0
"Madera, CA",72.0,50.0,6.0,16.0,0.0,2022-10-01,22.0
"Madison, WI",372.0,129.0,14.0,0.0,229.0,2022-10-01,243.0
"Manchester, NH",66.0,58.0,4.0,4.0,0.0,2022-10-01,8.0
"Manhattan, KS",16.0,16.0,0.0,0.0,0.0,2022-10-01,0.0
"Mankato, MN",72.0,53.0,2.0,3.0,14.0,2022-10-01,19.0
"Mansfield, OH",8.0,8.0,0.0,0.0,0.0,2022-10-01,0.0
"McAllen, TX",483.0,279.0,14.0,143.0,47.0,2022-10-01,204.0
"Medford, OR",190.0,171.0,2.0,0.0,17.0,2022-10-01,19.0
"Memphis, TN",214.0,214.0,0.0,0.0,0.0,2022-10-01,0.0
"Merced, CA",88.0,88.0,0.0,0.0,0.0,2022-10-01,0.0
"Miami, FL",1238.0,440.0,20.0,18.0,760.0,2022-10-01,798.0
"Michigan City, IN",9.0,9.0,0.0,0.0,0.0,2022-10-01,0.0
"Midland, MI",10.0,8.0,2.0,0.0,0.0,2022-10-01,2.0
"Midland, TX",52.0,52.0,0.0,0.0,0.0,2022-10-01,0.0
"Milwaukee, WI",200.0,125.0,26.0,0.0,49.0,2022-10-01,75.0
"Minneapolis, MN",2109.0,716.0,24.0,13.0,1356.0,2022-10-01,1393.0
"Missoula, MT",124.0,36.0,4.0,4.0,80.0,2022-10-01,88.0
"Mobile, AL",67.0,67.0,0.0,0.0,0.0,2022-10-01,0.0
"Modesto, CA",73.0,73.0,0.0,0.0,0.0,2022-10-01,0.0
"Monroe, LA",55.0,29.0,2.0,10.0,14.0,2022-10-01,26.0
"Monroe, MI",18.0,13.0,0.0,0.0,5.0,2022-10-01,5.0
"Montgomery, AL",35.0,33.0,2.0,0.0,0.0,2022-10-01,2.0
"Morgantown, WV",1.0,1.0,0.0,0.0,0.0,2022-10-01,0.0
"Morristown, TN",44.0,41.0,0.0,3.0,0.0,2022-10-01,3.0
"Mount Vernon, WA",62.0,14.0,2.0,28.0,18.0,2022-10-01,48.0
"Muncie, IN",7.0,7.0,0.0,0.0,0.0,2022-10-01,0.0
"Muskegon, MI",31.0,29.0,2.0,0.0,0.0,2022-10-01,2.0
"Myrtle Beach, SC",1003.0,965.0,2.0,0.0,36.0,2022-10-01,38.0
"Napa, CA",70.0,9.0,0.0,0.0,61.0,2022-10-01,61.0
"Naples, FL",357.0,294.0,2.0,19.0,42.0,2022-10-01,63.0
"Nashville, TN",904.0,843.0,0.0,6.0,55.0,2022-10-01,61.0
"New Bern, NC",39.0,37.0,2.0,0.0,0.0,2022-10-01,2.0
"New Haven, CT",104.0,27.0,8.0,0.0,69.0,2022-10-01,77.0
"New Orleans, LA",294.0,204.0,28.0,0.0,62.0,2022-10-01,90.0
"New York, NY",2718.0,912.0,92.0,38.0,1676.0,2022-10-01,1806.0
"Niles, MI",26.0,26.0,0.0,0.0,0.0,2022-10-01,0.0
"North Port, FL",1260.0,692.0,10.0,4.0,554.0,2022-10-01,568.0
"Norwich, CT",25.0,25.0,0.0,0.0,0.0,2022-10-01,0.0
"Ocala, FL",476.0,476.0,0.0,0.0,0.0,2022-10-01,0.0
"Ocean City, NJ",69.0,50.0,10.0,9.0,0.0,2022-10-01,19.0
"Odessa, TX",87.0,80.0,2.0,0.0,5.0,2022-10-01,7.0
"Ogden, UT",200.0,160.0,0.0,8.0,32.0,2022-10-01,40.0
"Oklahoma City, OK",360.0,335.0,8.0,0.0,17.0,2022-10-01,25.0
"Olympia, WA",34.0,29.0,0.0,0.0,5.0,2022-10-01,5.0
"Omaha, NE",681.0,197.0,84.0,4.0,396.0,2022-10-01,484.0
"Orlando, FL",1973.0,993.0,24.0,16.0,940.0,2022-10-01,980.0
"Oshkosh, WI",78.0,18.0,4.0,0.0,56.0,2022-10-01,60.0
"Owensboro, KY",13.0,13.0,0.0,0.0,0.0,2022-10-01,0.0
"Oxnard, CA",114.0,27.0,0.0,0.0,87.0,2022-10-01,87.0
"Palm Bay, FL",582.0,342.0,0.0,0.0,240.0,2022-10-01,240.0
"Panama City, FL",260.0,255.0,0.0,0.0,5.0,2022-10-01,5.0
"Parkersburg, WV",4.0,4.0,0.0,0.0,0.0,2022-10-01,0.0
"Pensacola, FL",218.0,218.0,0.0,0.0,0.0,2022-10-01,0.0
"Peoria, IL",13.0,13.0,0.0,0.0,0.0,2022-10-01,0.0
"Philadelphia, PA",801.0,463.0,20.0,43.0,275.0,2022-10-01,338.0
"Phoenix, AZ",2875.0,1149.0,134.0,8.0,1584.0,2022-10-01,1726.0
"Pine Bluff, AR",1.0,1.0,0.0,0.0,0.0,2022-10-01,0.0
"Pittsburgh, PA",275.0,235.0,2.0,3.0,35.0,2022-10-01,40.0
